episode,source_id,delivered,hops,total_reward,epsilon
773,31,True,4,1.069905,0.010000
774,12,True,3,1.071419,0.010000
775,31,True,4,1.069905,0.010000
776,26,True,3,1.073613,0.010000
777,17,True,2,1.070467,0.010000
778,29,True,6,1.079719,0.010000
779,18,True,5,1.050794,0.010000
780,18,True,5,1.050794,0.010000
781,13,True,7,0.846427,0.010000
782,26,True,3,1.073613,0.010000
783,22,True,5,1.131678,0.010000
784,24,True,6,1.032766,0.010000
785,21,True,4,1.117678,0.010000
786,25,True,3,1.084093,0.010000
787,22,True,5,1.131678,0.010000
788,2,True,5,1.073814,0.010000
789,34,True,6,1.059866,0.010000
790,9,True,3,1.123711,0.010000
791,38,True,4,1.105579,0.010000
792,39,True,4,1.100679,0.010000
793,42,True,3,1.046514,0.010000
794,27,True,6,1.150846,0.010000
795,43,True,6,1.124780,0.010000
796,17,True,2,1.070467,0.010000
797,41,True,6,1.147114,0.010000
798,32,True,2,1.055840,0.010000
799,46,True,6,1.225643,0.010000
800,11,True,2,1.020729,0.010000
801,29,True,6,1.079719,0.010000
802,4,True,5,1.178257,0.010000
803,22,True,5,1.131678,0.010000
804,21,True,4,1.117678,0.010000
805,23,True,3,1.084862,0.010000
806,30,True,6,1.070211,0.010000
807,17,True,2,1.070467,0.010000
808,44,True,4,1.095060,0.010000
809,39,True,4,1.100679,0.010000
810,20,True,1,1.045076,0.010000
811,49,True,4,1.098777,0.010000
812,42,True,3,1.046514,0.010000
813,42,True,3,1.046514,0.010000
814,49,True,4,1.098777,0.010000
815,39,True,4,1.100679,0.010000
816,4,True,5,1.178257,0.010000
817,20,True,1,1.045076,0.010000
818,16,True,3,1.071668,0.010000
819,18,True,5,1.050794,0.010000
820,49,True,4,1.098777,0.010000
821,39,True,4,1.100679,0.010000
822,5,True,6,0.892668,0.010000
823,25,True,3,1.084093,0.010000
824,25,True,3,1.084093,0.010000
825,33,True,4,1.092254,0.010000
826,24,True,6,1.032766,0.010000
827,42,True,3,1.046514,0.010000
828,28,True,4,1.113333,0.010000
829,49,True,4,1.098777,0.010000
830,45,True,5,1.153215,0.010000
831,12,True,3,1.071419,0.010000
832,29,True,6,1.079719,0.010000
833,6,True,4,1.096971,0.010000
834,1,True,4,1.096368,0.010000
835,32,True,2,1.055840,0.010000
836,24,True,6,1.032766,0.010000
837,30,True,6,1.070211,0.010000
838,33,True,4,1.092254,0.010000
839,44,True,4,1.095060,0.010000
840,47,True,4,1.126014,0.010000
841,11,True,2,1.020729,0.010000
842,16,True,3,1.071668,0.010000
843,25,True,3,1.084093,0.010000
844,43,True,6,1.124780,0.010000
845,15,True,3,1.053862,0.010000
846,48,True,3,1.109004,0.010000
847,20,True,1,1.045076,0.010000
848,25,True,3,1.084093,0.010000
849,7,True,4,0.998982,0.010000
850,39,True,4,1.100679,0.010000
851,41,True,6,1.147114,0.010000
852,50,True,4,1.127226,0.010000
853,22,True,5,1.131678,0.010000
854,7,True,4,0.998982,0.010000
855,45,True,5,1.153215,0.010000
856,25,True,3,1.084093,0.010000
857,23,True,3,1.084862,0.010000
858,38,True,4,1.105579,0.010000
859,20,True,1,1.045076,0.010000
860,42,True,3,1.046514,0.010000
861,24,True,6,1.032766,0.010000
862,25,True,3,1.084093,0.010000
863,46,True,6,1.225643,0.010000
864,12,True,5,1.044423,0.010000
865,36,True,1,1.028687,0.010000
866,6,True,4,1.096971,0.010000
867,34,True,6,1.059866,0.010000
868,16,True,3,1.071668,0.010000
869,38,True,4,1.105579,0.010000
870,26,True,3,1.073613,0.010000
871,41,True,6,1.147114,0.010000
872,35,True,5,1.106081,0.010000
873,18,True,5,1.050794,0.010000
874,38,True,4,1.105579,0.010000
875,4,True,5,1.178257,0.010000
876,25,True,3,1.084093,0.010000
877,44,True,4,1.095060,0.010000
878,34,True,6,1.059866,0.010000
879,11,True,2,1.020729,0.010000
880,1,True,4,1.096368,0.010000
881,48,True,5,1.035570,0.010000
882,12,True,3,1.071419,0.010000
883,11,True,2,1.020729,0.010000
884,35,True,5,1.132305,0.010000
885,42,True,3,1.046514,0.010000
886,40,True,5,1.128935,0.010000
887,13,True,7,0.846427,0.010000
888,7,True,4,0.998982,0.010000
889,8,True,5,1.029549,0.010000
890,8,True,5,1.029549,0.010000
891,2,True,5,1.073814,0.010000
892,19,True,7,1.107314,0.010000
893,45,True,5,1.153215,0.010000
894,28,True,4,1.113333,0.010000
895,15,True,3,1.053862,0.010000
896,8,True,5,1.029549,0.010000
897,14,True,2,1.067718,0.010000
898,28,True,4,1.113333,0.010000
899,22,True,5,1.131678,0.010000
900,9,True,3,1.123711,0.010000
901,7,True,4,0.998982,0.010000
902,3,True,5,1.154076,0.010000
903,28,True,4,1.113333,0.010000
904,19,True,7,1.107314,0.010000
905,14,True,2,1.067718,0.010000
906,33,True,4,1.092254,0.010000
907,15,True,3,1.053862,0.010000
908,9,True,3,1.123711,0.010000
909,35,True,5,1.106081,0.010000
910,21,True,4,1.117678,0.010000
911,35,True,5,1.106081,0.010000
912,21,True,4,1.117678,0.010000
913,6,True,4,1.096971,0.010000
914,42,True,3,1.046514,0.010000
915,5,True,4,1.094506,0.010000
916,39,True,4,1.100679,0.010000
917,18,True,5,1.050794,0.010000
918,13,True,5,1.100894,0.010000
919,2,True,5,1.073814,0.010000
920,25,True,3,1.084093,0.010000
921,32,True,2,1.055840,0.010000
922,23,True,3,1.084862,0.010000
923,12,True,3,1.071419,0.010000
924,40,True,5,1.128935,0.010000
925,50,True,4,1.127226,0.010000
926,37,True,6,1.080396,0.010000
927,39,True,4,1.100679,0.010000
928,35,True,5,1.106081,0.010000
929,2,True,5,1.073814,0.010000
930,36,True,1,1.028687,0.010000
931,16,True,3,1.071668,0.010000
932,25,True,3,1.084093,0.010000
933,31,True,4,1.069905,0.010000
934,10,True,3,1.063850,0.010000
935,29,True,6,1.079719,0.010000
936,44,True,4,1.095060,0.010000
937,11,True,2,1.020729,0.010000
938,48,True,3,1.109004,0.010000
939,45,True,5,1.153215,0.010000
940,18,True,5,1.050794,0.010000
941,49,True,4,1.098777,0.010000
942,37,True,8,1.006963,0.010000
943,22,True,5,1.131678,0.010000
944,44,True,4,1.095060,0.010000
945,33,True,4,1.092254,0.010000
946,3,True,5,1.154076,0.010000
947,36,True,1,1.028687,0.010000
948,32,True,2,1.055840,0.010000
949,11,True,2,1.020729,0.010000
950,12,True,3,1.071419,0.010000
951,42,True,3,1.046514,0.010000
952,26,True,3,1.073613,0.010000
953,33,True,4,1.092254,0.010000
954,10,True,3,1.063850,0.010000
955,25,True,3,1.084093,0.010000
956,7,True,4,0.998982,0.010000
957,21,True,4,1.117678,0.010000
958,31,True,4,1.069905,0.010000
959,28,True,4,1.113333,0.010000
960,6,True,4,1.096971,0.010000
961,43,True,6,1.124780,0.010000
962,31,True,4,1.069905,0.010000
963,5,True,4,1.094506,0.010000
964,21,True,4,1.117678,0.010000
965,3,True,5,1.154076,0.010000
966,24,True,6,1.032766,0.010000
967,34,True,6,1.059866,0.010000
968,41,True,6,1.147114,0.010000
969,43,True,6,1.124780,0.010000
970,27,True,10,0.950224,0.010000
971,22,True,5,1.131678,0.010000
972,47,True,4,1.126014,0.010000
973,49,True,4,1.098777,0.010000
974,28,True,4,1.113333,0.010000
975,30,True,6,1.070211,0.010000
976,41,True,6,1.147114,0.010000
977,26,True,3,1.073613,0.010000
978,14,True,2,1.067718,0.010000
979,11,True,2,1.020729,0.010000
980,8,True,5,1.029549,0.010000
981,34,True,6,1.059866,0.010000
982,13,True,5,1.100894,0.010000
983,12,True,3,1.071419,0.010000
984,11,True,2,1.020729,0.010000
985,28,True,4,1.113333,0.010000
986,24,True,6,1.032766,0.010000
987,12,True,3,1.071419,0.010000
988,43,True,6,1.124780,0.010000
989,25,True,3,1.084093,0.010000
990,37,True,6,1.080396,0.010000
991,27,True,6,1.150846,0.010000
992,9,True,3,1.123711,0.010000
993,5,True,4,1.094506,0.010000
994,32,True,2,1.055840,0.010000
995,32,True,2,1.055840,0.010000
996,2,True,5,1.073814,0.010000
997,35,True,5,1.106081,0.010000
998,18,True,5,1.050794,0.010000
999,34,True,6,1.059866,0.010000
1000,43,True,6,1.124780,0.010000
1001,22,True,5,1.131678,0.010000
1002,24,True,6,1.032766,0.010000
1003,10,True,3,1.063850,0.010000
1004,12,True,3,1.071419,0.010000
1005,36,True,1,1.028687,0.010000
1006,14,True,2,1.067718,0.010000
1007,29,True,6,1.079719,0.010000
1008,34,True,6,1.059866,0.010000
1009,26,True,3,1.073613,0.010000
1010,14,True,2,1.067718,0.010000
1011,47,True,4,1.098081,0.010000
1012,11,True,2,1.020729,0.010000
1013,43,True,6,1.124780,0.010000
1014,16,True,3,1.071668,0.010000
1015,49,True,4,1.098777,0.010000
1016,43,True,6,1.124780,0.010000
1017,15,True,3,1.053862,0.010000
1018,24,True,6,1.032766,0.010000
1019,22,True,5,1.131678,0.010000
1020,28,True,4,1.113333,0.010000
1021,34,True,6,1.059866,0.010000
1022,1,True,4,1.096368,0.010000
1023,6,True,4,1.096971,0.010000
1024,31,True,4,1.069905,0.010000
1025,39,True,4,1.100679,0.010000
1026,17,True,2,1.070467,0.010000
1027,20,True,1,1.045076,0.010000
1028,35,True,5,1.106081,0.010000
1029,30,True,6,1.070211,0.010000
1030,4,True,5,1.178257,0.010000
1031,22,True,5,1.131678,0.010000
1032,36,True,1,1.028687,0.010000
1033,9,True,3,1.123711,0.010000
1034,32,True,2,1.055840,0.010000
1035,10,True,3,1.063850,0.010000
1036,2,True,5,1.073814,0.010000
1037,40,True,5,1.128935,0.010000
1038,19,True,7,1.107314,0.010000
1039,3,True,5,1.154076,0.010000
1040,23,True,3,1.084862,0.010000
1041,42,True,3,1.046514,0.010000
1042,26,True,3,1.073613,0.010000
1043,37,True,6,1.080396,0.010000
1044,15,True,3,1.053862,0.010000
1045,50,True,4,1.127226,0.010000
1046,5,True,4,1.094506,0.010000
1047,12,True,3,1.071419,0.010000
1048,29,True,6,1.079719,0.010000
1049,1,True,4,1.096368,0.010000
1050,37,True,6,1.080396,0.010000
1051,7,True,4,0.998982,0.010000
1052,25,True,3,1.084093,0.010000
1053,35,True,5,1.106081,0.010000
1054,22,True,5,1.131678,0.010000
1055,37,True,6,1.080396,0.010000
1056,3,True,5,1.154076,0.010000
1057,35,True,5,1.106081,0.010000
1058,45,True,5,1.153215,0.010000
1059,16,True,3,1.071668,0.010000
1060,47,True,4,1.126014,0.010000
1061,39,True,4,1.100679,0.010000
1062,5,True,4,1.094506,0.010000
1063,24,True,6,1.032766,0.010000
1064,18,True,5,1.050794,0.010000
1065,45,True,5,1.153215,0.010000
1066,4,True,5,1.178257,0.010000
1067,35,True,5,1.106081,0.010000
1068,49,True,4,1.098777,0.010000
1069,35,True,5,1.106081,0.010000
1070,6,True,4,1.096971,0.010000
1071,42,True,3,1.046514,0.010000
1072,29,True,7,1.009871,0.010000
1073,12,True,3,1.071419,0.010000
1074,10,True,3,1.063850,0.010000
1075,38,True,4,1.105579,0.010000
1076,35,True,5,1.106081,0.010000
1077,44,True,4,1.095060,0.010000
1078,42,True,3,1.046514,0.010000
1079,10,True,3,1.063850,0.010000
1080,14,True,2,1.067718,0.010000
1081,25,True,3,1.084093,0.010000
1082,35,True,5,1.106081,0.010000
1083,16,True,3,1.071668,0.010000
1084,45,True,5,1.153215,0.010000
1085,27,True,6,1.150846,0.010000
1086,6,True,4,1.096971,0.010000
1087,27,True,6,1.150846,0.010000
1088,28,True,4,1.113333,0.010000
1089,38,True,4,1.105579,0.010000
1090,41,True,6,1.147114,0.010000
1091,44,True,4,1.095060,0.010000
1092,15,True,3,1.053862,0.010000
1093,21,True,4,1.117678,0.010000
1094,7,True,4,0.998982,0.010000
1095,17,True,2,1.070467,0.010000
1096,10,True,3,1.063850,0.010000
1097,1,True,4,1.096368,0.010000
1098,30,True,6,1.070211,0.010000
1099,23,True,3,1.084862,0.010000
1100,18,True,5,1.050794,0.010000
1101,41,True,6,1.147114,0.010000
1102,19,True,8,1.037467,0.010000
1103,34,True,6,1.059866,0.010000
1104,8,True,5,1.029549,0.010000
1105,23,True,3,1.084862,0.010000
1106,39,True,4,1.100679,0.010000
1107,17,True,2,1.070467,0.010000
1108,28,True,4,1.113333,0.010000
1109,15,True,3,1.053862,0.010000
1110,9,True,3,1.123711,0.010000
1111,50,True,4,1.127226,0.010000
1112,11,True,2,1.020729,0.010000
1113,19,True,7,1.107314,0.010000
1114,20,True,1,1.045076,0.010000
1115,3,True,5,1.154076,0.010000
1116,5,True,4,1.094506,0.010000
1117,21,True,4,1.117678,0.010000
1118,25,True,3,1.084093,0.010000
1119,19,True,7,1.107314,0.010000
1120,37,True,6,1.080396,0.010000
1121,34,True,6,1.059866,0.010000
1122,45,True,5,1.153215,0.010000
1123,7,True,4,0.998982,0.010000
1124,8,True,5,1.029549,0.010000
1125,47,True,4,1.126014,0.010000
1126,40,True,5,1.128935,0.010000
1127,1,True,4,1.096368,0.010000
1128,13,True,5,1.100894,0.010000
1129,13,True,5,1.100894,0.010000
1130,7,True,4,0.998982,0.010000
1131,48,True,3,1.109004,0.010000
1132,6,True,4,1.096971,0.010000
1133,9,True,3,1.123711,0.010000
1134,16,True,3,1.071668,0.010000
1135,34,True,6,1.059866,0.010000
1136,42,True,3,1.046514,0.010000
1137,47,True,4,1.126014,0.010000
1138,34,True,6,1.059866,0.010000
1139,18,True,5,1.050794,0.010000
1140,3,True,5,1.154076,0.010000
1141,21,True,4,1.117678,0.010000
1142,46,True,6,1.225643,0.010000
1143,18,True,5,1.050794,0.010000
1144,37,True,6,1.080396,0.010000
1145,30,True,6,1.070211,0.010000
1146,27,True,6,1.150846,0.010000
1147,23,True,3,1.084862,0.010000
1148,10,True,3,1.063850,0.010000
1149,14,True,2,1.067718,0.010000
1150,17,True,2,1.070467,0.010000
1151,34,True,6,1.059866,0.010000
1152,11,True,2,1.020729,0.010000
1153,12,True,3,1.071419,0.010000
1154,40,True,5,1.128935,0.010000
1155,20,True,1,1.045076,0.010000
1156,49,True,4,1.098777,0.010000
1157,33,True,4,1.092254,0.010000
1158,4,True,7,1.177745,0.010000
1159,12,True,3,1.071419,0.010000
1160,1,True,4,1.096368,0.010000
1161,46,True,6,1.225643,0.010000
1162,23,True,3,1.084862,0.010000
1163,24,True,6,1.032766,0.010000
1164,25,True,3,1.084093,0.010000
1165,3,True,5,1.154076,0.010000
1166,42,True,3,1.046514,0.010000
1167,44,True,4,1.095060,0.010000
1168,48,True,3,1.109004,0.010000
1169,8,True,5,1.029549,0.010000
1170,13,True,5,1.100894,0.010000
1171,17,True,2,1.070467,0.010000
1172,35,True,5,1.106081,0.010000
1173,35,True,5,1.106081,0.010000
1174,30,True,6,1.070211,0.010000
1175,22,True,5,1.131678,0.010000
1176,8,True,5,1.029549,0.010000
1177,18,True,8,0.910614,0.010000
1178,7,True,4,0.998982,0.010000
1179,38,True,4,1.105579,0.010000
1180,23,True,3,1.084862,0.010000
1181,44,True,4,1.095060,0.010000
1182,20,True,1,1.045076,0.010000
1183,29,True,6,1.079719,0.010000
1184,16,True,3,1.071668,0.010000
1185,14,True,2,1.067718,0.010000
1186,50,True,4,1.127226,0.010000
1187,21,True,4,1.117678,0.010000
1188,32,True,2,1.055840,0.010000
1189,11,True,2,1.020729,0.010000
1190,35,True,5,1.106081,0.010000
1191,40,True,5,1.128935,0.010000
1192,44,True,4,1.095060,0.010000
1193,30,True,6,1.070211,0.010000
1194,16,True,3,1.071668,0.010000
1195,11,True,2,1.020729,0.010000
1196,44,True,4,1.095060,0.010000
1197,46,True,6,1.225643,0.010000
1198,7,True,4,0.998982,0.010000
1199,10,True,3,1.063850,0.010000
1200,30,True,6,1.070211,0.010000
1201,10,True,3,1.063850,0.010000
1202,20,True,1,1.045076,0.010000
1203,37,True,6,1.080396,0.010000
1204,14,True,2,1.067718,0.010000
1205,24,True,6,1.032766,0.010000
1206,42,True,3,1.046514,0.010000
1207,22,True,5,1.131678,0.010000
1208,48,True,3,1.109004,0.010000
1209,41,True,6,1.147114,0.010000
1210,45,True,5,1.153215,0.010000
1211,9,True,3,1.123711,0.010000
1212,30,True,6,1.070211,0.010000
1213,37,True,5,1.124825,0.010000
1214,1,True,4,1.096368,0.010000
1215,42,True,3,1.046514,0.010000
1216,49,True,5,0.958962,0.010000
1217,29,True,6,1.079719,0.010000
1218,40,True,5,1.128935,0.010000
1219,42,True,3,1.046514,0.010000
1220,31,True,4,1.069905,0.010000
1221,29,True,6,1.079719,0.010000
1222,2,True,5,1.073814,0.010000
1223,36,True,1,1.028687,0.010000
1224,14,True,2,1.067718,0.010000
1225,5,True,4,1.094506,0.010000
1226,45,True,5,1.153215,0.010000
1227,19,True,7,1.107314,0.010000
1228,36,True,1,1.028687,0.010000
1229,45,True,5,1.153215,0.010000
1230,12,True,3,1.071419,0.010000
1231,17,True,2,1.070467,0.010000
1232,28,True,4,1.113333,0.010000
1233,3,True,5,1.154076,0.010000
1234,35,True,5,1.106081,0.010000
1235,29,True,6,1.079719,0.010000
1236,40,True,5,1.128935,0.010000
1237,50,True,4,1.127226,0.010000
1238,7,True,4,0.998982,0.010000
1239,43,True,6,1.124780,0.010000
1240,2,True,5,1.073814,0.010000
1241,6,True,4,1.096971,0.010000
1242,48,True,3,1.109004,0.010000
1243,31,True,5,1.067111,0.010000
1244,5,True,4,1.094506,0.010000
1245,18,True,5,1.050794,0.010000
1246,49,True,4,1.098777,0.010000
1247,12,True,3,1.071419,0.010000
1248,11,True,2,1.020729,0.010000
1249,17,True,2,1.070467,0.010000
1250,2,True,5,1.073814,0.010000
1251,23,True,3,1.084862,0.010000
1252,30,True,6,1.070211,0.010000
1253,31,True,4,1.069905,0.010000
1254,48,True,3,1.109004,0.010000
1255,12,True,3,1.071419,0.010000
1256,49,True,4,1.098777,0.010000
1257,41,True,6,1.147114,0.010000
1258,31,True,4,1.069905,0.010000
1259,35,True,5,1.106081,0.010000
1260,43,True,6,1.124780,0.010000
1261,8,True,5,1.029549,0.010000
1262,26,True,3,1.073613,0.010000
1263,47,True,4,1.126014,0.010000
1264,24,True,6,1.032766,0.010000
1265,19,True,6,1.076716,0.010000
1266,4,True,5,1.178257,0.010000
1267,38,True,4,1.105579,0.010000
1268,14,True,2,1.067718,0.010000
1269,41,True,6,1.147114,0.010000
1270,18,True,5,1.050794,0.010000
1271,49,True,4,1.098777,0.010000
1272,27,True,6,1.150846,0.010000
1273,1,True,4,1.096368,0.010000
1274,50,True,4,1.127226,0.010000
1275,38,True,4,1.105579,0.010000
1276,26,True,3,1.073613,0.010000
1277,26,True,3,1.073613,0.010000
1278,2,True,5,1.073814,0.010000
1279,23,True,3,1.084862,0.010000
1280,50,True,4,1.127226,0.010000
1281,32,True,2,1.055840,0.010000
1282,21,True,4,1.117678,0.010000
1283,49,True,4,1.098777,0.010000
1284,11,True,2,1.020729,0.010000
1285,33,True,4,1.092254,0.010000
1286,46,True,6,1.225643,0.010000
1287,21,True,4,1.117678,0.010000
1288,45,True,5,1.153215,0.010000
1289,40,True,5,1.128935,0.010000
1290,17,True,2,1.070467,0.010000
1291,21,True,4,1.117678,0.010000
1292,7,True,4,0.998982,0.010000
1293,30,True,6,1.070211,0.010000
1294,23,True,3,1.084862,0.010000
1295,37,True,6,1.080396,0.010000
1296,22,True,5,1.131678,0.010000
1297,40,True,5,1.128935,0.010000
1298,47,True,4,1.126014,0.010000
1299,45,True,5,1.153215,0.010000
1300,26,True,3,1.073613,0.010000
1301,34,True,7,1.057072,0.010000
1302,13,True,5,1.100894,0.010000
1303,29,True,6,1.079719,0.010000
1304,23,True,3,1.084862,0.010000
1305,40,True,5,1.128935,0.010000
1306,10,True,3,1.063850,0.010000
1307,31,True,4,1.069905,0.010000
1308,49,True,4,1.098777,0.010000
1309,26,True,3,1.073613,0.010000
1310,40,True,5,1.128935,0.010000
1311,20,True,1,1.045076,0.010000
1312,42,True,3,1.046514,0.010000
1313,13,True,5,1.100894,0.010000
1314,30,True,6,1.070211,0.010000
1315,19,True,5,0.992220,0.010000
1316,3,True,5,1.154076,0.010000
1317,27,True,6,1.150846,0.010000
1318,3,True,5,1.154076,0.010000
1319,11,True,2,1.020729,0.010000
1320,19,True,7,1.107314,0.010000
1321,8,True,5,1.029549,0.010000
1322,43,True,6,1.124780,0.010000
1323,30,True,6,1.070211,0.010000
1324,5,True,4,1.094506,0.010000
1325,27,True,6,1.150846,0.010000
1326,37,True,6,1.080396,0.010000
1327,19,True,7,1.107314,0.010000
1328,41,True,6,1.147114,0.010000
1329,26,True,3,1.073613,0.010000
1330,30,True,6,1.070211,0.010000
1331,37,True,6,1.080396,0.010000
1332,4,True,5,1.178257,0.010000
1333,25,True,3,1.084093,0.010000
1334,10,True,3,1.063850,0.010000
1335,21,True,4,1.117678,0.010000
1336,22,True,5,1.131678,0.010000
1337,40,True,5,1.128935,0.010000
1338,11,True,2,1.020729,0.010000
1339,45,True,5,1.153215,0.010000
1340,25,True,3,1.084093,0.010000
1341,29,True,6,1.079719,0.010000
1342,8,True,5,1.029549,0.010000
1343,11,True,2,1.020729,0.010000
1344,34,True,6,1.059866,0.010000
1345,48,True,3,1.109004,0.010000
1346,40,True,5,1.128935,0.010000
1347,24,True,6,1.032766,0.010000
1348,43,True,6,1.124780,0.010000
1349,37,True,6,1.080396,0.010000
1350,43,True,7,1.032170,0.010000
1351,31,True,4,1.069905,0.010000
1352,6,True,4,1.096971,0.010000
1353,49,True,4,1.098777,0.010000
1354,23,True,3,1.084862,0.010000
1355,5,True,4,1.094506,0.010000
1356,1,True,4,1.096368,0.010000
1357,29,True,6,1.079719,0.010000
1358,27,True,6,1.150846,0.010000
1359,9,True,3,1.123711,0.010000
1360,28,True,4,1.113333,0.010000
1361,18,True,5,1.050794,0.010000
1362,28,True,4,1.113333,0.010000
1363,46,True,6,1.225643,0.010000
1364,40,True,5,1.128935,0.010000
1365,24,True,6,1.032766,0.010000
1366,45,True,5,1.153215,0.010000
1367,2,True,5,1.073814,0.010000
1368,5,True,4,1.094506,0.010000
1369,31,True,4,1.069905,0.010000
1370,21,True,4,1.117678,0.010000
1371,48,True,3,1.109004,0.010000
1372,20,True,1,1.045076,0.010000
1373,19,True,7,1.107314,0.010000
1374,18,True,5,1.050794,0.010000
1375,10,True,3,1.063850,0.010000
1376,12,True,3,1.071419,0.010000
1377,33,True,4,1.092254,0.010000
1378,6,True,4,1.096971,0.010000
1379,34,True,6,1.059866,0.010000
1380,4,True,5,1.178257,0.010000
1381,25,True,3,1.084093,0.010000
1382,36,True,1,1.028687,0.010000
1383,38,True,4,1.105579,0.010000
1384,33,True,4,1.092254,0.010000
1385,33,True,4,1.092254,0.010000
1386,8,True,5,1.029549,0.010000
1387,13,True,5,1.100894,0.010000
1388,37,True,6,1.080396,0.010000
1389,26,True,3,1.073613,0.010000
1390,43,True,6,1.124780,0.010000
1391,47,True,4,1.126014,0.010000
1392,5,True,4,1.094506,0.010000
1393,14,True,2,1.067718,0.010000
1394,12,True,3,1.071419,0.010000
1395,18,True,5,1.050794,0.010000
1396,30,True,6,1.070211,0.010000
1397,13,True,5,1.100894,0.010000
1398,19,True,7,1.107314,0.010000
1399,24,True,6,1.032766,0.010000
1400,9,True,3,1.123711,0.010000
1401,3,True,5,1.154076,0.010000
1402,6,True,4,1.096971,0.010000
1403,48,True,3,1.109004,0.010000
1404,36,True,1,1.028687,0.010000
1405,15,True,3,1.053862,0.010000
1406,10,True,3,1.063850,0.010000
1407,45,True,5,1.153215,0.010000
1408,19,True,7,1.107314,0.010000
1409,14,True,2,1.067718,0.010000
1410,44,True,4,1.095060,0.010000
1411,49,True,4,1.098777,0.010000
1412,3,True,5,1.154076,0.010000
1413,3,True,5,1.154076,0.010000
1414,5,True,4,1.094506,0.010000
1415,45,True,5,1.153215,0.010000
1416,5,True,4,1.094506,0.010000
1417,20,True,1,1.045076,0.010000
1418,44,True,4,1.095060,0.010000
1419,9,True,3,1.123711,0.010000
1420,2,True,5,1.073814,0.010000
1421,17,True,2,1.070467,0.010000
1422,9,True,3,1.123711,0.010000
1423,43,True,6,1.124780,0.010000
1424,9,True,3,1.123711,0.010000
1425,8,True,5,1.029549,0.010000
1426,13,True,5,1.100894,0.010000
1427,49,True,4,1.098777,0.010000
1428,15,True,3,1.053862,0.010000
1429,50,True,4,1.127226,0.010000
1430,31,True,4,1.069905,0.010000
1431,28,True,4,1.113333,0.010000
1432,24,True,6,1.032766,0.010000
1433,31,True,4,1.069905,0.010000
1434,39,True,4,1.100679,0.010000
1435,13,True,5,1.100894,0.010000
1436,13,True,5,1.100894,0.010000
1437,41,True,6,1.147114,0.010000
1438,17,True,2,1.070467,0.010000
1439,36,True,1,1.028687,0.010000
1440,5,True,4,1.094506,0.010000
1441,13,True,5,1.100894,0.010000
1442,8,True,5,1.029549,0.010000
1443,14,True,4,1.063675,0.010000
1444,15,True,3,1.053862,0.010000
1445,2,True,5,1.073814,0.010000
1446,37,True,6,1.080396,0.010000
1447,7,True,4,0.998982,0.010000
1448,27,True,6,1.150846,0.010000
1449,21,True,4,1.117678,0.010000
1450,11,True,2,1.020729,0.010000
1451,26,True,3,1.073613,0.010000
1452,2,True,5,1.073814,0.010000
1453,32,True,2,1.055840,0.010000
1454,28,True,4,1.113333,0.010000
1455,3,True,5,1.154076,0.010000
1456,29,True,6,1.079719,0.010000
1457,40,True,5,1.128935,0.010000
1458,5,True,4,1.094506,0.010000
1459,47,True,4,1.126014,0.010000
1460,33,True,4,1.092254,0.010000
1461,39,True,4,1.100679,0.010000
1462,41,True,6,1.147114,0.010000
1463,34,True,6,1.059866,0.010000
1464,20,True,1,1.045076,0.010000
1465,25,True,3,1.084093,0.010000
1466,14,True,2,1.067718,0.010000
1467,42,True,3,1.046514,0.010000
1468,17,True,2,1.070467,0.010000
1469,14,True,2,1.067718,0.010000
1470,10,True,3,1.063850,0.010000
1471,42,True,3,1.046514,0.010000
1472,3,True,5,1.154076,0.010000
1473,4,True,5,1.178257,0.010000
1474,19,True,7,1.107314,0.010000
1475,47,True,4,1.126014,0.010000
1476,3,True,5,1.154076,0.010000
1477,14,True,4,1.000087,0.010000
1478,30,True,6,1.070211,0.010000
1479,37,True,6,1.080396,0.010000
1480,22,True,5,1.131678,0.010000
1481,36,True,1,1.028687,0.010000
1482,16,True,3,1.071668,0.010000
1483,27,True,6,1.150846,0.010000
1484,2,True,5,1.073814,0.010000
1485,28,True,4,1.113333,0.010000
1486,7,True,4,0.998982,0.010000
1487,4,True,4,1.081394,0.010000
1488,43,True,6,1.124780,0.010000
1489,11,True,2,1.020729,0.010000
1490,40,True,5,1.128935,0.010000
1491,32,True,2,1.055840,0.010000
1492,43,True,6,1.124780,0.010000
1493,43,True,6,1.124780,0.010000
1494,19,True,7,1.107314,0.010000
1495,13,True,5,1.100894,0.010000
1496,29,True,9,1.036153,0.010000
1497,47,True,4,1.126014,0.010000
1498,31,True,4,1.069905,0.010000
1499,28,True,4,1.113333,0.010000
1500,2,True,5,1.073814,0.010000
1501,42,True,3,1.046514,0.010000
1502,34,True,6,1.059866,0.010000
1503,2,True,5,1.073814,0.010000
1504,25,True,3,1.084093,0.010000
1505,6,True,4,1.096971,0.010000
1506,43,True,6,1.124780,0.010000
1507,8,True,5,1.029549,0.010000
1508,8,True,5,1.029549,0.010000
1509,12,True,3,1.071419,0.010000
1510,5,True,4,1.094506,0.010000
1511,49,True,4,1.098777,0.010000
1512,48,True,3,1.109004,0.010000
1513,13,True,5,1.100894,0.010000
1514,48,True,3,1.109004,0.010000
1515,39,True,4,1.100679,0.010000
1516,41,True,6,1.147114,0.010000
1517,10,True,3,1.063850,0.010000
1518,48,True,3,1.109004,0.010000
1519,9,True,3,1.123711,0.010000
