episode,source_id,delivered,hops,total_reward,epsilon
1520,21,True,4,1.117678,0.010000
1521,46,True,6,1.225643,0.010000
1522,18,True,5,1.050794,0.010000
1523,17,True,2,1.070467,0.010000
1524,12,True,3,1.071419,0.010000
1525,11,True,2,1.020729,0.010000
1526,44,True,4,1.095060,0.010000
1527,40,True,5,1.128935,0.010000
1528,18,True,4,1.055498,0.010000
1529,26,True,3,1.073613,0.010000
1530,43,True,6,1.124780,0.010000
1531,42,True,3,1.046514,0.010000
1532,14,True,2,1.067718,0.010000
1533,24,True,6,1.032766,0.010000
1534,32,True,2,1.055840,0.010000
1535,1,True,4,1.096368,0.010000
1536,19,True,7,1.107314,0.010000
1537,18,True,5,1.050794,0.010000
1538,8,True,5,1.029549,0.010000
1539,16,True,3,1.071668,0.010000
1540,10,True,3,1.063850,0.010000
1541,31,True,4,1.069905,0.010000
1542,43,True,6,1.124780,0.010000
1543,15,True,3,1.053862,0.010000
1544,15,True,3,1.053862,0.010000
1545,7,True,4,0.998982,0.010000
1546,17,True,2,1.070467,0.010000
1547,42,True,3,1.046514,0.010000
1548,40,True,5,1.128935,0.010000
1549,14,True,2,1.067718,0.010000
1550,37,True,6,1.080396,0.010000
1551,12,True,3,1.071419,0.010000
1552,13,True,5,1.100894,0.010000
1553,44,True,4,1.095060,0.010000
1554,35,True,5,1.106081,0.010000
1555,18,True,5,1.050794,0.010000
1556,18,True,5,1.050794,0.010000
1557,45,True,5,1.153215,0.010000
1558,35,True,5,1.106081,0.010000
1559,17,True,2,1.070467,0.010000
1560,28,True,4,1.113333,0.010000
1561,5,True,4,1.094506,0.010000
1562,2,True,5,1.073814,0.010000
1563,6,True,4,1.096971,0.010000
1564,47,True,4,1.126014,0.010000
1565,11,True,2,1.020729,0.010000
1566,19,True,7,1.107314,0.010000
1567,43,True,6,1.124780,0.010000
1568,18,True,5,1.050794,0.010000
1569,41,True,6,1.147114,0.010000
1570,18,True,5,1.050794,0.010000
1571,42,True,3,1.046514,0.010000
1572,46,True,6,1.225643,0.010000
1573,27,True,6,1.150846,0.010000
1574,6,True,4,1.096971,0.010000
1575,49,True,4,1.098777,0.010000
1576,19,True,7,1.107314,0.010000
1577,18,True,5,1.050794,0.010000
1578,16,True,3,1.071668,0.010000
1579,38,True,4,1.105579,0.010000
1580,34,True,6,1.059866,0.010000
1581,15,True,3,1.053862,0.010000
1582,49,True,4,1.098777,0.010000
1583,14,True,2,1.067718,0.010000
1584,50,True,4,1.127226,0.010000
1585,17,True,2,1.070467,0.010000
1586,1,True,4,1.096368,0.010000
1587,8,True,5,1.029549,0.010000
1588,49,True,4,1.098777,0.010000
1589,18,True,5,1.050794,0.010000
1590,24,True,6,1.032766,0.010000
1591,3,True,5,1.154076,0.010000
1592,25,True,3,1.084093,0.010000
1593,50,True,4,1.127226,0.010000
1594,32,True,2,1.055840,0.010000
1595,40,True,5,1.128935,0.010000
1596,50,True,4,1.127226,0.010000
1597,40,True,5,1.128935,0.010000
1598,19,True,7,1.107314,0.010000
1599,6,True,4,1.096971,0.010000
1600,19,True,7,1.107314,0.010000
1601,27,True,6,1.150846,0.010000
1602,48,True,3,1.109004,0.010000
1603,42,True,3,1.046514,0.010000
1604,1,True,4,1.096368,0.010000
1605,26,True,3,1.073613,0.010000
1606,6,True,4,1.096971,0.010000
1607,1,True,4,1.096368,0.010000
1608,17,True,2,1.070467,0.010000
1609,16,True,3,1.071668,0.010000
1610,2,True,6,0.933999,0.010000
1611,33,True,4,1.092254,0.010000
1612,25,True,3,1.084093,0.010000
1613,4,True,5,1.178257,0.010000
1614,15,True,3,1.053862,0.010000
1615,26,True,3,1.073613,0.010000
1616,43,True,6,1.124780,0.010000
1617,50,True,4,1.127226,0.010000
1618,15,True,3,1.053862,0.010000
1619,13,True,5,1.100894,0.010000
1620,39,True,4,1.100679,0.010000
1621,35,True,5,1.106081,0.010000
1622,47,True,4,1.126014,0.010000
1623,28,True,4,1.113333,0.010000
1624,10,True,3,1.063850,0.010000
1625,1,True,4,1.096368,0.010000
1626,11,True,2,1.020729,0.010000
1627,47,True,4,1.126014,0.010000
1628,8,True,5,1.029549,0.010000
1629,32,True,2,1.055840,0.010000
1630,30,True,6,1.070211,0.010000
1631,25,True,3,1.084093,0.010000
1632,21,True,4,1.117678,0.010000
1633,7,True,4,0.998982,0.010000
1634,21,True,4,1.117678,0.010000
1635,35,True,5,1.106081,0.010000
1636,47,True,4,1.126014,0.010000
1637,48,True,3,1.109004,0.010000
1638,49,True,4,1.098777,0.010000
1639,13,True,5,1.100894,0.010000
1640,32,True,2,1.055840,0.010000
1641,40,True,5,1.128935,0.010000
1642,42,True,3,1.046514,0.010000
1643,24,True,6,1.032766,0.010000
1644,11,True,2,1.020729,0.010000
1645,24,True,6,1.032766,0.010000
1646,41,True,6,1.147114,0.010000
1647,12,True,3,1.071419,0.010000
1648,25,True,3,1.084093,0.010000
1649,22,True,5,1.131678,0.010000
1650,34,True,7,0.981275,0.010000
1651,44,True,4,1.095060,0.010000
1652,34,True,6,1.059866,0.010000
1653,7,True,4,0.998982,0.010000
1654,27,True,6,1.150846,0.010000
1655,19,True,7,1.107314,0.010000
1656,18,True,5,1.050794,0.010000
1657,50,True,4,1.127226,0.010000
1658,9,True,3,1.123711,0.010000
1659,47,True,4,1.126014,0.010000
1660,20,True,1,1.045076,0.010000
1661,6,True,4,1.096971,0.010000
1662,10,True,3,1.063850,0.010000
1663,9,True,3,1.123711,0.010000
1664,21,True,4,1.117678,0.010000
1665,20,True,1,1.045076,0.010000
1666,25,True,3,1.084093,0.010000
1667,47,True,4,1.126014,0.010000
1668,14,True,2,1.067718,0.010000
1669,46,True,6,1.225643,0.010000
1670,4,True,5,1.178257,0.010000
1671,50,True,4,1.127226,0.010000
1672,17,True,2,1.070467,0.010000
1673,31,True,4,1.069905,0.010000
1674,25,True,3,1.084093,0.010000
1675,46,True,6,1.225643,0.010000
1676,21,True,4,1.117678,0.010000
1677,21,True,4,1.117678,0.010000
1678,21,True,4,1.117678,0.010000
1679,32,True,2,1.055840,0.010000
1680,15,True,3,1.053862,0.010000
1681,17,True,2,1.070467,0.010000
1682,12,True,3,1.071419,0.010000
1683,11,True,2,1.020729,0.010000
1684,49,True,4,1.098777,0.010000
1685,9,True,3,1.123711,0.010000
1686,36,True,1,1.028687,0.010000
1687,3,True,5,1.154076,0.010000
1688,43,True,6,1.124780,0.010000
1689,37,True,6,1.080396,0.010000
1690,50,True,4,1.127226,0.010000
1691,4,True,5,1.178257,0.010000
1692,10,True,3,1.063850,0.010000
1693,44,True,4,1.095060,0.010000
1694,26,True,3,1.073613,0.010000
1695,43,True,6,1.124780,0.010000
1696,43,True,6,1.124780,0.010000
1697,22,True,5,1.131678,0.010000
1698,23,True,3,1.084862,0.010000
1699,46,True,6,1.225643,0.010000
1700,36,True,1,1.028687,0.010000
1701,25,True,3,1.084093,0.010000
1702,48,True,3,1.109004,0.010000
1703,8,True,5,1.029549,0.010000
1704,28,True,4,1.113333,0.010000
1705,22,True,5,1.131678,0.010000
1706,26,True,3,1.073613,0.010000
1707,29,True,6,1.079719,0.010000
1708,8,True,5,1.029549,0.010000
1709,29,True,6,1.079719,0.010000
1710,22,True,5,1.131678,0.010000
1711,6,True,4,1.096971,0.010000
1712,8,True,5,1.029549,0.010000
1713,2,True,5,1.073814,0.010000
1714,26,True,3,1.073613,0.010000
1715,45,True,5,1.153215,0.010000
1716,49,True,4,1.098777,0.010000
1717,2,True,5,1.073814,0.010000
1718,21,True,4,1.117678,0.010000
1719,26,True,3,1.073613,0.010000
1720,44,True,4,1.095060,0.010000
1721,14,True,2,1.067718,0.010000
1722,16,True,3,1.071668,0.010000
1723,38,True,4,1.105579,0.010000
1724,11,True,2,1.020729,0.010000
1725,4,True,5,1.178257,0.010000
1726,7,True,4,0.998982,0.010000
1727,2,True,5,1.073814,0.010000
1728,35,True,5,1.106081,0.010000
1729,29,True,6,1.079719,0.010000
1730,13,True,5,1.100894,0.010000
1731,11,True,2,1.020729,0.010000
1732,30,True,6,1.070211,0.010000
1733,38,True,4,1.105579,0.010000
1734,44,True,4,1.095060,0.010000
1735,12,True,3,1.071419,0.010000
1736,40,True,5,1.128935,0.010000
1737,10,True,3,1.063850,0.010000
1738,38,True,5,1.036585,0.010000
1739,40,True,5,1.128935,0.010000
1740,28,True,4,1.113333,0.010000
1741,23,True,3,1.084862,0.010000
1742,15,True,3,1.053862,0.010000
1743,3,True,5,1.154076,0.010000
1744,49,True,4,1.098777,0.010000
1745,18,True,5,1.050794,0.010000
1746,45,True,5,1.153215,0.010000
1747,29,True,6,1.079719,0.010000
1748,45,True,5,1.153215,0.010000
1749,8,True,5,1.029549,0.010000
1750,45,True,5,1.153215,0.010000
1751,16,True,3,1.071668,0.010000
1752,25,True,3,1.084093,0.010000
1753,34,True,6,1.059866,0.010000
1754,4,True,5,1.178257,0.010000
1755,22,True,5,1.131678,0.010000
1756,24,True,6,1.032766,0.010000
1757,39,True,4,1.100679,0.010000
1758,8,True,5,1.029549,0.010000
1759,49,True,4,1.098777,0.010000
1760,6,True,4,1.096971,0.010000
1761,7,True,4,0.998982,0.010000
1762,12,True,3,1.071419,0.010000
1763,29,True,6,1.079719,0.010000
1764,15,True,3,1.053862,0.010000
1765,49,True,4,1.098777,0.010000
1766,20,True,1,1.045076,0.010000
1767,33,True,4,1.092254,0.010000
1768,19,True,7,1.107314,0.010000
1769,29,True,6,1.079719,0.010000
1770,31,True,4,1.069905,0.010000
1771,16,True,3,1.071668,0.010000
1772,21,True,4,1.117678,0.010000
1773,3,True,5,1.154076,0.010000
1774,12,True,3,1.071419,0.010000
1775,4,True,5,1.178257,0.010000
1776,1,True,4,1.096368,0.010000
1777,35,True,5,1.106081,0.010000
1778,31,True,4,1.069905,0.010000
1779,46,True,6,1.225643,0.010000
1780,10,True,3,1.063850,0.010000
1781,12,True,3,1.071419,0.010000
1782,3,True,5,1.154076,0.010000
1783,8,True,5,1.029549,0.010000
1784,24,True,6,1.032766,0.010000
1785,31,True,4,1.069905,0.010000
1786,3,True,5,1.089749,0.010000
1787,22,True,5,1.131678,0.010000
1788,5,True,4,1.094506,0.010000
1789,19,True,4,1.017993,0.010000
1790,3,True,5,1.154076,0.010000
1791,11,True,2,1.020729,0.010000
1792,35,True,5,1.106081,0.010000
1793,12,True,3,1.071419,0.010000
1794,9,True,3,1.123711,0.010000
1795,25,True,3,1.084093,0.010000
1796,9,True,3,1.123711,0.010000
1797,30,True,6,1.070211,0.010000
1798,9,True,3,1.123711,0.010000
1799,29,True,6,1.079719,0.010000
1800,21,True,8,0.939306,0.010000
1801,27,True,6,1.150846,0.010000
1802,47,True,6,1.114154,0.010000
1803,5,True,5,0.941301,0.010000
1804,1,True,4,1.096368,0.010000
1805,6,True,4,1.096971,0.010000
1806,13,True,10,1.037445,0.010000
1807,27,True,6,1.150846,0.010000
1808,40,True,5,1.128935,0.010000
1809,3,True,5,1.154076,0.010000
1810,22,True,5,1.131678,0.010000
1811,29,True,6,1.079719,0.010000
1812,26,True,3,1.073613,0.010000
1813,18,True,5,1.050794,0.010000
1814,47,True,4,1.126014,0.010000
1815,41,True,6,1.147114,0.010000
1816,10,True,3,1.063850,0.010000
1817,44,True,4,1.095060,0.010000
1818,18,True,5,1.050794,0.010000
1819,4,True,5,1.178257,0.010000
1820,42,True,3,1.046514,0.010000
1821,3,True,5,1.154076,0.010000
1822,42,True,3,1.046514,0.010000
1823,19,True,8,1.075441,0.010000
1824,41,True,6,1.147114,0.010000
1825,10,True,3,1.063850,0.010000
1826,37,True,6,1.080396,0.010000
1827,31,True,4,1.069905,0.010000
1828,15,True,3,1.053862,0.010000
1829,22,True,5,1.131678,0.010000
1830,26,True,3,1.073613,0.010000
1831,41,True,6,1.147114,0.010000
1832,23,True,3,1.084862,0.010000
1833,6,True,4,1.096971,0.010000
1834,30,True,6,1.070211,0.010000
1835,1,True,4,1.096368,0.010000
1836,2,True,5,1.073814,0.010000
1837,12,True,3,1.071419,0.010000
1838,34,True,6,1.059866,0.010000
1839,36,True,1,1.028687,0.010000
1840,37,True,6,1.080396,0.010000
1841,5,True,4,1.094506,0.010000
1842,22,True,5,1.131678,0.010000
1843,12,True,3,1.071419,0.010000
1844,4,True,5,1.178257,0.010000
1845,37,True,6,1.080396,0.010000
1846,15,True,3,1.053862,0.010000
1847,45,True,5,1.153215,0.010000
1848,27,True,8,0.975819,0.010000
1849,44,True,4,1.095060,0.010000
1850,39,True,4,1.100679,0.010000
1851,5,True,4,1.094506,0.010000
1852,32,True,2,1.055840,0.010000
1853,27,True,6,1.150846,0.010000
1854,20,True,1,1.045076,0.010000
1855,20,True,1,1.045076,0.010000
1856,28,True,4,1.113333,0.010000
1857,42,True,3,1.046514,0.010000
1858,9,True,3,1.123711,0.010000
1859,43,True,6,1.124780,0.010000
1860,48,True,3,1.109004,0.010000
1861,43,True,6,1.124780,0.010000
1862,24,True,6,1.032766,0.010000
1863,26,True,3,1.073613,0.010000
1864,45,True,5,1.153215,0.010000
1865,16,True,3,1.071668,0.010000
1866,5,True,4,1.094506,0.010000
1867,37,True,6,1.080396,0.010000
1868,20,True,1,1.045076,0.010000
1869,8,True,5,1.029549,0.010000
1870,8,True,5,1.029549,0.010000
1871,20,True,1,1.045076,0.010000
1872,14,True,2,1.067718,0.010000
1873,15,True,3,1.053862,0.010000
1874,32,True,2,1.055840,0.010000
1875,8,True,5,1.029549,0.010000
1876,28,True,4,1.113333,0.010000
1877,42,True,3,1.046514,0.010000
1878,15,True,3,1.053862,0.010000
1879,27,True,10,0.950224,0.010000
1880,47,True,4,1.126014,0.010000
1881,39,True,4,1.100679,0.010000
1882,3,True,5,1.154076,0.010000
1883,39,True,4,1.100679,0.010000
1884,43,True,7,1.046188,0.010000
1885,23,True,3,1.084862,0.010000
1886,31,True,4,1.069905,0.010000
1887,8,True,5,1.029549,0.010000
1888,23,True,3,1.084862,0.010000
1889,43,True,6,1.124780,0.010000
1890,10,True,3,1.063850,0.010000
1891,46,True,6,1.225643,0.010000
1892,26,True,3,1.073613,0.010000
1893,25,True,3,1.084093,0.010000
1894,35,True,6,0.992637,0.010000
1895,10,True,3,1.063850,0.010000
1896,33,True,4,1.092254,0.010000
1897,31,True,4,1.069905,0.010000
1898,47,True,4,1.126014,0.010000
1899,37,True,6,1.080396,0.010000
1900,17,True,2,1.070467,0.010000
1901,40,True,5,1.128935,0.010000
1902,40,True,5,1.128935,0.010000
1903,9,True,3,1.123711,0.010000
1904,45,True,5,1.153215,0.010000
1905,41,True,6,1.147114,0.010000
1906,23,True,3,1.084862,0.010000
1907,37,True,6,1.080396,0.010000
1908,32,True,2,1.055840,0.010000
1909,6,True,4,1.096971,0.010000
1910,3,True,5,1.154076,0.010000
1911,40,True,5,1.128935,0.010000
1912,4,True,5,1.178257,0.010000
1913,28,True,4,1.113333,0.010000
1914,19,True,7,1.107314,0.010000
1915,37,True,6,1.080396,0.010000
1916,2,True,5,1.073814,0.010000
1917,37,True,6,1.080396,0.010000
1918,49,True,4,1.098777,0.010000
1919,38,True,4,1.105579,0.010000
1920,25,True,3,1.084093,0.010000
1921,10,True,3,1.063850,0.010000
1922,22,True,5,1.131678,0.010000
1923,6,True,4,1.096971,0.010000
1924,26,True,3,1.073613,0.010000
1925,19,True,7,1.107314,0.010000
1926,2,True,5,1.073814,0.010000
1927,46,True,6,1.225643,0.010000
1928,5,True,4,1.094506,0.010000
1929,35,True,5,1.106081,0.010000
1930,47,True,4,1.126014,0.010000
1931,1,True,4,1.096368,0.010000
1932,13,True,5,1.100894,0.010000
1933,29,True,6,1.079719,0.010000
1934,12,True,3,1.071419,0.010000
1935,18,True,5,1.050794,0.010000
1936,19,True,7,1.107314,0.010000
1937,21,True,4,1.117678,0.010000
1938,35,True,5,1.106081,0.010000
1939,39,True,4,1.100679,0.010000
1940,16,True,3,1.071668,0.010000
1941,9,True,3,1.123711,0.010000
1942,16,True,3,1.071668,0.010000
1943,30,True,6,1.070211,0.010000
1944,39,True,4,1.100679,0.010000
1945,16,True,3,1.071668,0.010000
1946,10,True,3,1.063850,0.010000
1947,38,True,4,1.105579,0.010000
1948,13,True,5,1.100894,0.010000
1949,2,True,5,1.073814,0.010000
1950,32,True,2,1.055840,0.010000
1951,11,True,2,1.020729,0.010000
1952,12,True,3,1.071419,0.010000
1953,37,True,6,1.080396,0.010000
1954,10,True,3,1.063850,0.010000
1955,38,True,4,1.105579,0.010000
1956,40,True,5,1.128935,0.010000
1957,7,True,4,0.998982,0.010000
1958,5,True,4,1.094506,0.010000
1959,48,True,3,1.109004,0.010000
1960,35,True,5,1.106081,0.010000
1961,25,True,3,1.084093,0.010000
1962,12,True,3,1.071419,0.010000
1963,34,True,6,1.059866,0.010000
1964,8,True,5,1.029549,0.010000
1965,40,True,5,1.128935,0.010000
1966,10,True,3,1.063850,0.010000
1967,42,True,3,1.046514,0.010000
1968,28,True,5,1.044339,0.010000
1969,13,True,5,1.100894,0.010000
1970,23,True,3,1.084862,0.010000
1971,4,True,5,1.178257,0.010000
1972,33,True,4,1.092254,0.010000
1973,33,True,4,1.092254,0.010000
1974,36,True,1,1.028687,0.010000
1975,1,True,4,1.096368,0.010000
1976,7,True,4,0.998982,0.010000
1977,46,True,6,1.225643,0.010000
1978,1,True,4,1.096368,0.010000
1979,39,True,4,1.100679,0.010000
1980,35,True,5,1.106081,0.010000
1981,24,True,6,1.032766,0.010000
1982,22,True,5,1.131678,0.010000
1983,10,True,3,1.063850,0.010000
1984,37,True,6,1.080396,0.010000
1985,26,True,3,1.073613,0.010000
1986,16,True,3,1.071668,0.010000
1987,25,True,4,1.005501,0.010000
1988,1,True,4,1.096368,0.010000
1989,26,True,3,1.073613,0.010000
1990,23,True,3,1.084862,0.010000
1991,43,True,6,1.124780,0.010000
1992,1,True,4,1.096368,0.010000
1993,47,True,4,1.126014,0.010000
1994,25,True,3,1.084093,0.010000
1995,28,True,4,1.113333,0.010000
1996,11,True,2,1.020729,0.010000
1997,28,True,4,1.113333,0.010000
1998,9,True,3,1.123711,0.010000
1999,36,True,1,1.028687,0.010000
2000,24,True,6,1.032766,0.010000
2001,50,True,4,1.127226,0.010000
2002,29,True,6,1.079719,0.010000
2003,11,True,2,1.020729,0.010000
2004,1,True,4,1.096368,0.010000
2005,45,True,5,1.125282,0.010000
2006,16,True,3,1.071668,0.010000
2007,50,True,4,1.127226,0.010000
2008,12,True,3,1.071419,0.010000
2009,7,True,4,0.998982,0.010000
2010,34,True,6,1.059866,0.010000
2011,50,True,4,1.127226,0.010000
2012,45,True,5,1.153215,0.010000
2013,15,True,3,1.053862,0.010000
2014,42,True,3,1.046514,0.010000
2015,36,True,1,1.028687,0.010000
2016,31,True,5,0.930090,0.010000
2017,27,True,6,1.150846,0.010000
2018,25,True,3,1.084093,0.010000
2019,38,True,4,1.105579,0.010000
2020,17,True,2,1.070467,0.010000
2021,45,True,5,1.153215,0.010000
2022,11,True,2,1.020729,0.010000
2023,43,True,6,1.124780,0.010000
2024,50,True,4,1.127226,0.010000
2025,38,True,4,1.105579,0.010000
2026,34,True,6,1.059866,0.010000
2027,18,True,5,1.050794,0.010000
2028,41,True,6,1.147114,0.010000
2029,37,True,6,1.080396,0.010000
2030,28,True,4,1.113333,0.010000
2031,49,True,4,1.098777,0.010000
2032,8,True,5,1.029549,0.010000
2033,47,True,4,1.126014,0.010000
2034,3,True,5,1.154076,0.010000
2035,14,True,2,1.067718,0.010000
2036,6,True,4,1.096971,0.010000
2037,46,True,6,1.225643,0.010000
2038,16,True,3,1.071668,0.010000
2039,16,True,3,1.071668,0.010000
2040,30,True,6,1.070211,0.010000
2041,25,True,3,1.084093,0.010000
2042,40,True,5,1.128935,0.010000
2043,3,True,8,0.977755,0.010000
2044,8,True,5,1.029549,0.010000
2045,17,True,2,1.070467,0.010000
2046,33,True,4,1.092254,0.010000
2047,8,True,5,1.029549,0.010000
2048,13,True,5,1.100894,0.010000
2049,13,True,5,1.100894,0.010000
2050,33,True,4,1.092254,0.010000
2051,7,True,4,0.998982,0.010000
2052,2,True,5,1.073814,0.010000
2053,15,True,3,1.053862,0.010000
2054,1,True,4,1.096368,0.010000
2055,7,True,4,0.998982,0.010000
2056,46,True,6,1.225643,0.010000
2057,17,True,2,1.070467,0.010000
2058,24,True,6,1.032766,0.010000
2059,3,True,5,1.154076,0.010000
2060,29,True,6,1.079719,0.010000
2061,37,True,6,1.080396,0.010000
2062,22,True,5,1.131678,0.010000
2063,11,True,2,1.020729,0.010000
2064,37,True,6,1.080396,0.010000
2065,32,True,2,1.055840,0.010000
2066,31,True,4,1.069905,0.010000
2067,19,True,7,1.107314,0.010000
2068,38,True,4,1.105579,0.010000
2069,44,True,4,1.095060,0.010000
2070,39,True,4,1.100679,0.010000
2071,38,True,4,1.105579,0.010000
2072,11,True,2,1.020729,0.010000
2073,47,True,4,1.126014,0.010000
2074,25,True,3,1.084093,0.010000
2075,2,True,5,1.073814,0.010000
2076,6,True,4,1.096971,0.010000
2077,15,True,3,1.053862,0.010000
2078,33,True,4,1.092254,0.010000
2079,11,True,2,1.020729,0.010000
2080,44,True,4,1.095060,0.010000
2081,1,True,4,1.096368,0.010000
2082,30,True,6,1.070211,0.010000
2083,25,True,3,1.084093,0.010000
2084,30,True,6,1.070211,0.010000
2085,25,True,3,1.084093,0.010000
2086,28,True,4,1.113333,0.010000
2087,21,True,4,1.117678,0.010000
2088,13,True,5,1.100894,0.010000
2089,25,True,3,1.084093,0.010000
2090,29,True,6,1.079719,0.010000
2091,33,True,4,1.092254,0.010000
2092,33,True,4,1.092254,0.010000
2093,41,True,6,1.147114,0.010000
2094,36,True,1,1.028687,0.010000
2095,36,True,1,1.028687,0.010000
2096,5,True,4,1.094506,0.010000
2097,4,True,5,1.178257,0.010000
2098,30,True,6,1.070211,0.010000
2099,35,True,5,1.106081,0.010000
2100,20,True,1,1.045076,0.010000
2101,29,True,6,1.079719,0.010000
2102,47,True,4,1.126014,0.010000
2103,35,True,5,1.106081,0.010000
2104,46,True,6,1.225643,0.010000
2105,35,True,5,1.106081,0.010000
2106,1,True,4,1.096368,0.010000
2107,9,True,3,1.123711,0.010000
2108,48,True,3,1.109004,0.010000
2109,17,True,2,1.070467,0.010000
2110,37,True,6,1.080396,0.010000
2111,34,True,6,1.059866,0.010000
2112,38,True,4,1.105579,0.010000
2113,7,True,4,0.998982,0.010000
2114,16,True,3,1.071668,0.010000
2115,1,True,4,1.096368,0.010000
2116,13,True,5,1.100894,0.010000
2117,14,True,2,1.067718,0.010000
2118,7,True,4,0.998982,0.010000
2119,41,True,6,1.147114,0.010000
2120,34,True,6,1.059866,0.010000
2121,36,True,1,1.028687,0.010000
2122,34,True,6,1.059866,0.010000
2123,36,True,1,1.028687,0.010000
2124,50,True,4,1.127226,0.010000
2125,50,True,4,1.127226,0.010000
2126,1,True,4,1.096368,0.010000
2127,1,True,4,1.096368,0.010000
2128,12,True,3,1.071419,0.010000
2129,39,True,4,1.100679,0.010000
2130,44,True,4,1.095060,0.010000
2131,6,True,4,1.096971,0.010000
2132,1,True,4,1.096368,0.010000
2133,45,True,5,1.153215,0.010000
2134,2,True,5,1.073814,0.010000
2135,5,True,4,1.094506,0.010000
2136,15,True,3,1.053862,0.010000
2137,2,True,5,1.073814,0.010000
2138,21,True,4,1.117678,0.010000
2139,22,True,5,1.131678,0.010000
2140,25,True,3,1.084093,0.010000
2141,2,True,5,1.073814,0.010000
2142,5,True,4,1.094506,0.010000
2143,17,True,2,1.070467,0.010000
2144,31,True,4,1.069905,0.010000
2145,29,True,6,1.079719,0.010000
2146,44,True,4,1.095060,0.010000
2147,27,True,6,1.150846,0.010000
2148,47,True,4,1.126014,0.010000
2149,47,True,4,1.126014,0.010000
2150,38,True,4,1.105579,0.010000
2151,2,True,5,1.073814,0.010000
2152,50,True,4,1.127226,0.010000
2153,32,True,2,1.055840,0.010000
2154,5,True,4,1.094506,0.010000
2155,48,True,3,1.109004,0.010000
2156,12,True,3,1.071419,0.010000
2157,24,True,6,1.032766,0.010000
2158,8,True,5,1.029549,0.010000
2159,14,True,2,1.067718,0.010000
2160,48,True,3,1.109004,0.010000
2161,18,True,5,1.050794,0.010000
2162,26,True,3,1.073613,0.010000
2163,3,True,5,1.154076,0.010000
2164,8,True,5,1.029549,0.010000
2165,48,True,3,1.109004,0.010000
2166,7,True,4,0.998982,0.010000
2167,12,True,3,1.071419,0.010000
2168,23,True,3,1.084862,0.010000
2169,46,True,6,1.225643,0.010000
2170,40,True,5,1.128935,0.010000
2171,24,True,6,1.032766,0.010000
2172,24,True,6,1.032766,0.010000
2173,13,True,8,0.914026,0.010000
2174,22,True,5,1.131678,0.010000
2175,13,True,5,1.100894,0.010000
2176,8,True,5,1.029549,0.010000
2177,21,True,4,1.117678,0.010000
2178,31,True,4,1.069905,0.010000
2179,42,True,3,1.046514,0.010000
2180,38,True,4,1.105579,0.010000
2181,9,True,3,1.123711,0.010000
2182,17,True,2,1.070467,0.010000
2183,8,True,5,1.029549,0.010000
2184,11,True,2,1.020729,0.010000
2185,22,True,5,1.131678,0.010000
2186,34,True,6,1.059866,0.010000
2187,6,True,4,1.096971,0.010000
2188,38,True,4,1.105579,0.010000
2189,37,True,6,1.080396,0.010000
2190,46,True,6,1.225643,0.010000
2191,50,True,4,1.127226,0.010000
2192,26,True,3,1.073613,0.010000
2193,48,True,3,1.109004,0.010000
2194,1,True,4,1.096368,0.010000
2195,13,True,5,1.100894,0.010000
2196,19,True,7,1.107314,0.010000
2197,4,True,5,1.178257,0.010000
2198,4,True,5,1.178257,0.010000
2199,30,True,6,1.070211,0.010000
2200,26,True,3,1.073613,0.010000
2201,9,True,3,1.123711,0.010000
2202,15,True,3,1.053862,0.010000
2203,43,True,6,1.124780,0.010000
2204,28,True,4,1.113333,0.010000
2205,30,True,6,1.070211,0.010000
2206,12,True,3,1.071419,0.010000
2207,21,True,4,1.117678,0.010000
2208,40,True,5,1.128935,0.010000
2209,50,True,4,1.127226,0.010000
2210,37,True,6,1.080396,0.010000
2211,18,True,5,1.050794,0.010000
2212,39,True,4,1.100679,0.010000
2213,47,True,4,1.126014,0.010000
2214,31,True,4,1.069905,0.010000
2215,15,True,3,1.053862,0.010000
2216,6,True,4,1.096971,0.010000
2217,9,True,3,1.123711,0.010000
2218,24,True,6,1.032766,0.010000
2219,22,True,5,1.131678,0.010000
2220,15,True,3,1.053862,0.010000
2221,14,True,2,1.067718,0.010000
2222,2,True,5,1.073814,0.010000
2223,37,True,6,1.080396,0.010000
2224,37,True,6,1.080396,0.010000
2225,2,True,5,1.073814,0.010000
2226,35,True,5,1.106081,0.010000
2227,31,True,4,1.069905,0.010000
2228,27,True,6,1.150846,0.010000
2229,26,True,3,1.073613,0.010000
2230,44,True,4,1.095060,0.010000
2231,29,True,6,1.079719,0.010000
2232,15,True,3,1.053862,0.010000
2233,45,True,5,1.153215,0.010000
2234,43,True,6,1.124780,0.010000
2235,29,True,6,1.079719,0.010000
2236,30,True,6,1.070211,0.010000
2237,30,True,6,1.070211,0.010000
2238,47,True,4,1.126014,0.010000
2239,36,True,1,1.028687,0.010000
2240,2,True,5,1.073814,0.010000
2241,21,True,4,1.117678,0.010000
2242,1,True,4,1.096368,0.010000
2243,14,True,2,1.067718,0.010000
2244,15,True,3,1.053862,0.010000
2245,26,True,3,1.073613,0.010000
2246,1,True,4,1.096368,0.010000
2247,15,True,3,1.053862,0.010000
2248,24,True,6,1.032766,0.010000
2249,34,True,6,1.059866,0.010000
2250,19,True,7,1.107314,0.010000
2251,12,True,3,1.071419,0.010000
2252,26,True,3,1.073613,0.010000
2253,25,True,3,1.084093,0.010000
2254,26,True,3,1.073613,0.010000
