current_node_id,candidate_node_id,link_distance_m,residual_energy,link_quality,trust_value,normalized_distance_to_sink,energy_bin,link_quality_bin,trust_bin,distance_bin,state_tuple,distance_progress,estimated_energy_cost,estimated_delay,estimated_packet_loss_rate,preview_reward
24,22,285.589014,1.000000,0.048037,0.500000,0.705401,4,0,2,3,"(4, 0, 2, 3)",-0.119340,0.953117,0.965688,0.951963,-0.123623
24,34,294.698556,1.000000,0.017671,0.500000,0.605599,4,0,2,3,"(4, 0, 2, 3)",-0.019538,0.982485,0.987378,0.982329,-0.101341
24,49,291.151665,1.000000,0.029494,0.500000,0.491475,4,0,2,2,"(4, 0, 2, 2)",0.094586,0.970941,0.978933,0.970506,-0.064105
25,5,224.921011,1.000000,0.250263,0.500000,0.596443,4,1,2,2,"(4, 1, 2, 2)",-0.024027,0.781053,0.821241,0.749737,-0.047552
25,9,221.565849,1.000000,0.261447,0.500000,0.560984,4,1,2,2,"(4, 1, 2, 2)",0.011432,0.772730,0.813252,0.738553,-0.034468
25,10,203.398409,1.000000,0.322005,0.500000,0.628096,4,1,2,3,"(4, 1, 2, 3)",-0.055681,0.729838,0.769996,0.677995,-0.041680
25,17,177.096504,1.000000,0.409678,0.500000,0.511315,4,2,2,2,"(4, 2, 2, 2)",0.061100,0.674240,0.707373,0.590322,0.011088
25,26,180.859575,1.000000,0.397135,0.500000,0.425370,4,1,2,2,"(4, 1, 2, 2)",0.147045,0.681723,0.716332,0.602865,0.034405
25,32,231.052134,1.000000,0.229826,0.500000,0.328696,4,1,2,1,"(4, 1, 2, 1)",0.243719,0.796584,0.835838,0.770174,0.028253
25,48,275.587646,1.000000,0.081375,0.500000,0.367542,4,0,2,1,"(4, 0, 2, 1)",0.204873,0.921936,0.941875,0.918625,-0.018110
26,5,211.159657,1.000000,0.296134,0.500000,0.596443,4,1,2,2,"(4, 1, 2, 2)",-0.171072,0.747713,0.788475,0.703866,-0.081750
26,9,134.939218,1.000000,0.550203,0.500000,0.560984,4,2,2,2,"(4, 2, 2, 2)",-0.135613,0.601159,0.606998,0.449797,-0.021907
26,10,279.313356,1.000000,0.068955,0.500000,0.628096,4,0,2,3,"(4, 0, 2, 3)",-0.202726,0.933422,0.950746,0.931045,-0.143443
26,14,217.357294,1.000000,0.275476,0.500000,0.356241,4,1,2,1,"(4, 1, 2, 1)",0.069130,0.762468,0.803232,0.724524,-0.014116
26,16,269.825079,1.000000,0.100583,0.500000,0.563463,4,0,2,2,"(4, 0, 2, 2)",-0.138092,0.904475,0.928155,0.899417,-0.116322
26,17,89.922861,1.000000,0.700257,0.500000,0.511315,4,3,2,2,"(4, 3, 2, 2)",-0.085945,0.544923,0.499816,0.299743,0.017506
26,20,179.090372,1.000000,0.403032,0.500000,0.236208,4,2,2,1,"(4, 2, 2, 1)",0.189162,0.678185,0.712120,0.596968,0.048203
26,25,180.859575,1.000000,0.397135,0.500000,0.572415,4,1,2,2,"(4, 1, 2, 2)",-0.147045,0.681723,0.716332,0.602865,-0.053822
26,32,183.163704,1.000000,0.389454,0.500000,0.328696,4,1,2,1,"(4, 1, 2, 1)",0.096675,0.686383,0.721818,0.610546,0.017772
26,48,269.762790,1.000000,0.100791,0.500000,0.367542,4,0,2,1,"(4, 0, 2, 1)",0.057828,0.904289,0.928007,0.899209,-0.057496
27,13,172.804687,1.000000,0.423984,0.500000,0.528771,4,2,2,2,"(4, 2, 2, 2)",0.181366,0.665897,0.697154,0.576016,0.049952
27,22,244.441670,1.000000,0.185194,0.500000,0.705401,4,0,2,3,"(4, 0, 2, 3)",0.004736,0.831954,0.867718,0.814806,-0.053530
27,43,262.670293,1.000000,0.124432,0.500000,0.634522,4,0,2,3,"(4, 0, 2, 3)",0.075615,0.883309,0.911120,0.875568,-0.046480
27,49,233.535074,1.000000,0.221550,0.500000,0.491475,4,1,2,2,"(4, 1, 2, 2)",0.218663,0.802992,0.841750,0.778450,0.018887
28,6,168.294043,1.000000,0.439020,0.500000,0.524088,4,2,2,2,"(4, 2, 2, 2)",0.186396,0.657349,0.686414,0.560980,0.054354
28,23,177.290457,1.000000,0.409032,0.500000,0.591018,4,2,2,2,"(4, 2, 2, 2)",0.119466,0.674622,0.707834,0.590968,0.028471
28,50,255.921108,1.000000,0.146930,0.500000,0.727898,4,0,2,3,"(4, 0, 2, 3)",-0.017414,0.863865,0.895050,0.853070,-0.069061
29,7,181.308948,1.000000,0.395637,0.500000,0.523766,4,1,2,2,"(4, 1, 2, 2)",0.123210,0.682627,0.717402,0.604363,0.026959
29,8,141.740702,1.000000,0.527531,0.500000,0.529009,4,2,2,2,"(4, 2, 2, 2)",0.117967,0.611613,0.623192,0.472469,0.050169
29,19,154.545313,1.000000,0.484849,0.500000,0.715479,4,2,2,3,"(4, 2, 2, 3)",-0.068503,0.632690,0.653679,0.515151,-0.013506
29,30,214.257365,1.000000,0.285809,0.500000,0.697145,4,1,2,3,"(4, 1, 2, 3)",-0.050168,0.755035,0.795851,0.714191,-0.047683
30,8,180.966946,1.000000,0.396777,0.500000,0.529009,4,1,2,2,"(4, 1, 2, 2)",0.168135,0.681939,0.716588,0.603223,0.040661
30,10,284.388653,1.000000,0.052038,0.500000,0.628096,4,0,2,3,"(4, 0, 2, 3)",0.069048,0.949316,0.962830,0.947962,-0.066107
30,19,245.528455,1.000000,0.181572,0.500000,0.715479,4,0,2,3,"(4, 0, 2, 3)",-0.018335,0.834912,0.870306,0.818428,-0.061283
30,29,214.257365,1.000000,0.285809,0.500000,0.646976,4,1,2,3,"(4, 1, 2, 3)",0.050168,0.755035,0.795851,0.714191,-0.017582
30,33,173.294835,1.000000,0.422351,0.500000,0.680485,4,2,2,3,"(4, 2, 2, 3)",0.016660,0.666839,0.698321,0.577649,0.000224
30,37,279.646540,1.000000,0.067845,0.500000,0.712670,4,0,2,3,"(4, 0, 2, 3)",-0.015525,0.934457,0.951539,0.932155,-0.087557
30,39,231.778295,1.000000,0.227406,0.500000,0.545192,4,1,2,2,"(4, 1, 2, 2)",0.151953,0.798451,0.837567,0.772594,0.000183
30,40,128.210737,1.000000,0.572631,0.500000,0.822864,4,2,2,4,"(4, 2, 2, 4)",-0.125719,0.591322,0.590978,0.427369,-0.015061
30,42,231.716756,1.000000,0.227611,0.500000,0.549904,4,1,2,2,"(4, 1, 2, 2)",0.147241,0.798293,0.837421,0.772389,-0.001185
31,2,233.788612,1.000000,0.220705,0.500000,0.577266,4,1,2,2,"(4, 1, 2, 2)",-0.169365,0.803651,0.842354,0.779295,-0.097710
31,42,283.473007,1.000000,0.055090,0.500000,0.549904,4,0,2,2,"(4, 0, 2, 2)",-0.142002,0.946427,0.960650,0.944910,-0.128662
31,48,239.517537,1.000000,0.201608,0.500000,0.367542,4,1,2,1,"(4, 1, 2, 1)",0.040359,0.818715,0.855994,0.798392,-0.039099
31,49,234.117033,1.000000,0.219610,0.500000,0.491475,4,1,2,2,"(4, 1, 2, 2)",-0.083573,0.804504,0.843136,0.780390,-0.072218
32,0,284.658806,1.000000,0.051137,0.500000,0.000000,4,0,2,0,"(4, 0, 2, 0)",0.328696,0.950170,0.963473,0.948863,0.011562
32,5,294.461381,1.000000,0.018462,0.500000,0.596443,4,0,2,2,"(4, 0, 2, 2)",-0.267747,0.981708,0.986813,0.981538,-0.175602
32,10,278.321744,1.000000,0.072261,0.500000,0.628096,4,0,2,3,"(4, 0, 2, 3)",-0.299401,0.930350,0.948385,0.927739,-0.171630
32,17,241.159017,1.000000,0.196137,0.500000,0.511315,4,0,2,2,"(4, 0, 2, 2)",-0.182620,0.823098,0.859902,0.803863,-0.107236
32,20,191.753666,1.000000,0.360821,0.500000,0.236208,4,1,2,1,"(4, 1, 2, 1)",0.092488,0.704275,0.742271,0.639179,0.010764
32,25,231.052134,1.000000,0.229826,0.500000,0.572415,4,1,2,2,"(4, 1, 2, 2)",-0.243719,0.796584,0.835838,0.770174,-0.117979
32,26,183.163704,1.000000,0.389454,0.500000,0.425370,4,1,2,2,"(4, 1, 2, 2)",-0.096675,0.686383,0.721818,0.610546,-0.040233
32,39,238.858649,1.000000,0.203805,0.500000,0.545192,4,1,2,2,"(4, 1, 2, 2)",-0.216496,0.816964,0.854425,0.796195,-0.115657
32,42,270.808950,1.000000,0.097304,0.500000,0.549904,4,0,2,2,"(4, 0, 2, 2)",-0.221208,0.907430,0.930497,0.902696,-0.142052
32,48,93.413506,1.000000,0.688622,0.500000,0.367542,4,3,2,1,"(4, 3, 2, 1)",-0.038847,0.548478,0.508127,0.311378,0.029855
32,49,294.359617,1.000000,0.018801,0.500000,0.491475,4,0,2,2,"(4, 0, 2, 2)",-0.162779,0.981375,0.986571,0.981199,-0.144026
33,5,266.141351,1.000000,0.112862,0.500000,0.596443,4,0,2,2,"(4, 0, 2, 2)",0.084042,0.893507,0.919384,0.887138,-0.046721
33,8,280.811017,1.000000,0.063963,0.500000,0.529009,4,0,2,2,"(4, 0, 2, 2)",0.151475,0.938082,0.954312,0.936037,-0.038417
33,10,145.249768,1.000000,0.515834,0.500000,0.628096,4,2,2,3,"(4, 2, 2, 3)",0.052388,0.617208,0.631547,0.484166,0.028403
33,30,173.294835,1.000000,0.422351,0.500000,0.697145,4,2,2,3,"(4, 2, 2, 3)",-0.016660,0.666839,0.698321,0.577649,-0.009772
33,37,234.947591,1.000000,0.216841,0.500000,0.712670,4,1,2,3,"(4, 1, 2, 3)",-0.032185,0.806669,0.845113,0.783159,-0.057423
33,39,137.738727,1.000000,0.540871,0.500000,0.545192,4,2,2,2,"(4, 2, 2, 2)",0.135293,0.605400,0.613664,0.459129,0.057728
33,40,175.237467,1.000000,0.415875,0.500000,0.822864,4,2,2,4,"(4, 2, 2, 4)",-0.142379,0.670601,0.702946,0.584125,-0.048746
33,42,173.534674,1.000000,0.421551,0.500000,0.549904,4,2,2,2,"(4, 2, 2, 2)",0.130581,0.667302,0.698892,0.578449,0.034245
34,13,256.224918,1.000000,0.145917,0.500000,0.528771,4,0,2,2,"(4, 0, 2, 2)",0.076828,0.864729,0.895774,0.854083,-0.041027
34,24,294.698556,1.000000,0.017671,0.500000,0.586061,4,0,2,2,"(4, 0, 2, 2)",0.019538,0.982485,0.987378,0.982329,-0.089618
34,43,184.307120,1.000000,0.385643,0.500000,0.634522,4,1,2,3,"(4, 1, 2, 3)",-0.028924,0.688717,0.724541,0.614357,-0.020666
35,38,253.875168,1.000000,0.153749,0.500000,0.789237,4,0,2,3,"(4, 0, 2, 3)",0.050178,0.858070,0.890179,0.846251,-0.047184
35,50,243.981804,1.000000,0.186727,0.500000,0.727898,4,0,2,3,"(4, 0, 2, 3)",0.111517,0.830706,0.866623,0.813273,-0.021144
36,0,246.915332,1.000000,0.176949,0.500000,0.000000,4,0,2,0,"(4, 0, 2, 0)",0.285113,0.838707,0.873608,0.823051,0.028687
36,6,277.228911,1.000000,0.075904,0.500000,0.524088,4,0,2,2,"(4, 0, 2, 2)",-0.238975,0.926977,0.945783,0.924096,-0.152606
36,11,155.359400,1.000000,0.482135,0.500000,0.293879,4,2,2,1,"(4, 2, 2, 1)",-0.008766,0.634092,0.655618,0.517865,0.003914
36,14,136.795593,1.000000,0.544015,0.500000,0.356241,4,2,2,1,"(4, 2, 2, 1)",-0.071127,0.603961,0.611418,0.455985,-0.003645
36,15,176.489569,1.000000,0.411701,0.500000,0.458238,4,2,2,2,"(4, 2, 2, 2)",-0.173125,0.673048,0.705928,0.588299,-0.058784
36,20,190.293766,1.000000,0.365687,0.500000,0.236208,4,1,2,1,"(4, 1, 2, 1)",0.048905,0.701176,0.738795,0.634313,-0.001324
37,2,216.221388,1.000000,0.279262,0.500000,0.577266,4,1,2,2,"(4, 1, 2, 2)",0.135403,0.759732,0.800527,0.720738,0.006582
37,30,279.646540,1.000000,0.067845,0.500000,0.697145,4,0,2,3,"(4, 0, 2, 3)",0.015525,0.934457,0.951539,0.932155,-0.078242
37,33,234.947591,1.000000,0.216841,0.500000,0.680485,4,1,2,3,"(4, 1, 2, 3)",0.032185,0.806669,0.845113,0.783159,-0.038112
37,39,205.007761,1.000000,0.316641,0.500000,0.545192,4,1,2,2,"(4, 1, 2, 2)",0.167478,0.733490,0.773828,0.683359,0.024146
37,40,275.722018,1.000000,0.080927,0.500000,0.822864,4,0,2,4,"(4, 0, 2, 4)",-0.110194,0.922348,0.942195,0.919073,-0.112740
37,42,160.115050,1.000000,0.466283,0.500000,0.549904,4,2,2,2,"(4, 2, 2, 2)",0.162766,0.642427,0.666941,0.533717,0.052425
38,9,278.172773,1.000000,0.072757,0.500000,0.560984,4,0,2,2,"(4, 0, 2, 2)",0.228254,0.929889,0.948030,0.927243,-0.013212
38,16,215.917241,1.000000,0.280276,0.500000,0.563463,4,1,2,2,"(4, 1, 2, 2)",0.225775,0.759001,0.799803,0.719724,0.033912
38,35,253.875168,1.000000,0.153749,0.500000,0.839415,4,0,2,4,"(4, 0, 2, 4)",-0.050178,0.858070,0.890179,0.846251,-0.077291
38,45,170.103301,1.000000,0.432989,0.500000,0.726269,4,2,2,3,"(4, 2, 2, 3)",0.062969,0.660751,0.690722,0.567011,0.016170
38,47,166.685565,1.000000,0.444381,0.500000,0.669276,4,2,2,3,"(4, 2, 2, 3)",0.119961,0.654356,0.682585,0.555619,0.035447
39,2,267.844534,1.000000,0.107185,0.500000,0.577266,4,0,2,2,"(4, 0, 2, 2)",-0.032075,0.898559,0.923439,0.892815,-0.082922
39,5,289.931454,1.000000,0.033562,0.500000,0.596443,4,0,2,2,"(4, 0, 2, 2)",-0.051251,0.967001,0.976027,0.966438,-0.106830
39,8,259.021260,1.000000,0.136596,0.500000,0.529009,4,0,2,2,"(4, 0, 2, 2)",0.016182,0.872733,0.902432,0.863404,-0.061420
39,10,181.700814,1.000000,0.394331,0.500000,0.628096,4,1,2,3,"(4, 1, 2, 3)",-0.082905,0.683418,0.718335,0.605669,-0.035134
39,30,231.778295,1.000000,0.227406,0.500000,0.697145,4,1,2,3,"(4, 1, 2, 3)",-0.151953,0.798451,0.837567,0.772594,-0.090989
39,32,238.858649,1.000000,0.203805,0.500000,0.328696,4,1,2,1,"(4, 1, 2, 1)",0.216496,0.816964,0.854425,0.796195,0.014240
39,33,137.738727,1.000000,0.540871,0.500000,0.680485,4,2,2,3,"(4, 2, 2, 3)",-0.135293,0.605400,0.613664,0.459129,-0.023447
39,37,205.007761,1.000000,0.316641,0.500000,0.712670,4,1,2,3,"(4, 1, 2, 3)",-0.167478,0.733490,0.773828,0.683359,-0.076341
39,40,282.724166,1.000000,0.057586,0.500000,0.822864,4,0,2,4,"(4, 0, 2, 4)",-0.277672,0.944072,0.958867,0.942414,-0.168742
39,42,64.632178,1.000000,0.784559,0.500000,0.549904,4,3,2,2,"(4, 3, 2, 2)",-0.004712,0.523207,0.439600,0.215441,0.054165
39,48,184.043749,1.000000,0.386521,0.500000,0.367542,4,1,2,1,"(4, 1, 2, 1)",0.177649,0.688178,0.723914,0.613479,0.041481
40,30,128.210737,1.000000,0.572631,0.500000,0.697145,4,2,2,3,"(4, 2, 2, 3)",0.125719,0.591322,0.590978,0.427369,0.060371
40,33,175.237467,1.000000,0.415875,0.500000,0.680485,4,2,2,3,"(4, 2, 2, 3)",0.142379,0.670601,0.702946,0.584125,0.036682
40,37,275.722018,1.000000,0.080927,0.500000,0.712670,4,0,2,3,"(4, 0, 2, 3)",0.110194,0.922348,0.942195,0.919073,-0.046623
40,39,282.724166,1.000000,0.057586,0.500000,0.545192,4,0,2,2,"(4, 0, 2, 2)",0.277672,0.944072,0.958867,0.942414,-0.002139
40,42,285.880798,1.000000,0.047064,0.500000,0.549904,4,0,2,2,"(4, 0, 2, 2)",0.272960,0.954044,0.966383,0.952936,-0.006176
41,4,193.118361,1.000000,0.356272,0.500000,0.740018,4,1,2,3,"(4, 1, 2, 3)",-0.044122,0.707193,0.745520,0.643728,-0.031143
41,12,293.448716,1.000000,0.021838,0.500000,0.492386,4,0,2,2,"(4, 0, 2, 2)",0.203510,0.978401,0.984402,0.978162,-0.033367
41,21,235.312441,1.000000,0.215625,0.500000,0.586068,4,1,2,2,"(4, 1, 2, 2)",0.109828,0.807622,0.845982,0.784375,-0.015092
41,46,282.507862,1.000000,0.058307,0.500000,0.756445,4,0,2,3,"(4, 0, 2, 3)",-0.060550,0.943393,0.958352,0.941693,-0.103427
42,2,206.099793,1.000000,0.313001,0.500000,0.577266,4,1,2,2,"(4, 1, 2, 2)",-0.027363,0.735984,0.776428,0.686999,-0.035071
42,8,259.324212,1.000000,0.135586,0.500000,0.529009,4,0,2,2,"(4, 0, 2, 2)",0.020894,0.873606,0.903153,0.864414,-0.060246
42,10,244.686223,1.000000,0.184379,0.500000,0.628096,4,0,2,3,"(4, 0, 2, 3)",-0.078193,0.832619,0.868301,0.815621,-0.078596
42,30,231.716756,1.000000,0.227611,0.500000,0.697145,4,1,2,3,"(4, 1, 2, 3)",-0.147241,0.798293,0.837421,0.772389,-0.089529
42,31,283.473007,1.000000,0.055090,0.500000,0.407901,4,0,2,2,"(4, 0, 2, 2)",0.142002,0.946427,0.960650,0.944910,-0.043461
42,32,270.808950,1.000000,0.097304,0.500000,0.328696,4,0,2,1,"(4, 0, 2, 1)",0.221208,0.907430,0.930497,0.902696,-0.009327
42,33,173.534674,1.000000,0.421551,0.500000,0.680485,4,2,2,3,"(4, 2, 2, 3)",-0.130581,0.667302,0.698892,0.578449,-0.044103
42,37,160.115050,1.000000,0.466283,0.500000,0.712670,4,2,2,3,"(4, 2, 2, 3)",-0.162766,0.642427,0.666941,0.533717,-0.045235
42,39,64.632178,1.000000,0.784559,0.500000,0.545192,4,3,2,2,"(4, 3, 2, 2)",0.004712,0.523207,0.439600,0.215441,0.056992
42,40,285.880798,1.000000,0.047064,0.500000,0.822864,4,0,2,4,"(4, 0, 2, 4)",-0.272960,0.954044,0.966383,0.952936,-0.169952
42,48,199.996399,1.000000,0.333345,0.500000,0.367542,4,1,2,1,"(4, 1, 2, 1)",0.182361,0.722214,0.761896,0.666655,0.032092
43,13,178.011437,1.000000,0.406629,0.500000,0.528771,4,2,2,2,"(4, 2, 2, 2)",0.105751,0.676045,0.709551,0.593371,0.023886
43,27,262.670293,1.000000,0.124432,0.500000,0.710137,4,0,2,3,"(4, 0, 2, 3)",-0.075615,0.883309,0.911120,0.875568,-0.091849
43,34,184.307120,1.000000,0.385643,0.500000,0.605599,4,1,2,3,"(4, 1, 2, 3)",0.028924,0.688717,0.724541,0.614357,-0.003312
44,1,79.223141,1.000000,0.735923,0.500000,0.605385,4,3,2,3,"(4, 3, 2, 3)",0.082518,0.534868,0.474341,0.264077,0.073374
44,3,199.404382,1.000000,0.335319,0.500000,0.744226,4,1,2,3,"(4, 1, 2, 3)",-0.056323,0.720901,0.760487,0.664681,-0.039105
44,4,293.928963,1.000000,0.020237,0.500000,0.740018,4,0,2,3,"(4, 0, 2, 3)",-0.052115,0.979968,0.985545,0.979763,-0.110461
44,12,217.579200,1.000000,0.274736,0.500000,0.492386,4,1,2,2,"(4, 1, 2, 2)",0.195517,0.763004,0.803760,0.725264,0.023640
44,21,235.235782,1.000000,0.215881,0.500000,0.586068,4,1,2,2,"(4, 1, 2, 2)",0.101835,0.807422,0.845799,0.784119,-0.017433
44,46,242.160731,1.000000,0.192798,0.500000,0.756445,4,0,2,3,"(4, 0, 2, 3)",-0.068543,0.825788,0.862287,0.807202,-0.073774
45,6,290.255445,1.000000,0.032482,0.500000,0.524088,4,0,2,2,"(4, 0, 2, 2)",0.202181,0.968046,0.976799,0.967518,-0.031072
45,16,150.011322,1.000000,0.499962,0.500000,0.563463,4,2,2,2,"(4, 2, 2, 2)",0.162806,0.625019,0.642884,0.500038,0.058656
45,23,249.145317,1.000000,0.169516,0.500000,0.591018,4,0,2,2,"(4, 0, 2, 2)",0.135251,0.844852,0.878917,0.830484,-0.017990
45,38,170.103301,1.000000,0.432989,0.500000,0.789237,4,2,2,3,"(4, 2, 2, 3)",-0.062969,0.660751,0.690722,0.567011,-0.021612
45,47,149.535733,1.000000,0.501548,0.500000,0.669276,4,2,2,3,"(4, 2, 2, 3)",0.056993,0.624227,0.641752,0.498452,0.027201
46,1,286.906781,1.000000,0.043644,0.500000,0.605385,4,0,2,3,"(4, 0, 2, 3)",0.151061,0.957308,0.968826,0.956356,-0.043602
46,3,102.604207,1.000000,0.657986,0.500000,0.744226,4,3,2,3,"(4, 3, 2, 3)",0.012220,0.558487,0.530010,0.342014,0.040391
46,4,91.559183,1.000000,0.694803,0.500000,0.740018,4,3,2,3,"(4, 3, 2, 3)",0.016428,0.546573,0.503712,0.305197,0.047386
46,12,265.838751,1.000000,0.113871,0.500000,0.492386,4,0,2,2,"(4, 0, 2, 2)",0.264059,0.892612,0.918664,0.886129,0.007526
46,21,151.162078,1.000000,0.496126,0.500000,0.586068,4,2,2,2,"(4, 2, 2, 2)",0.170377,0.626944,0.645624,0.503874,0.060228
46,41,282.507862,1.000000,0.058307,0.500000,0.695896,4,0,2,3,"(4, 0, 2, 3)",0.060550,0.943393,0.958352,0.941693,-0.067097
46,44,242.160731,1.000000,0.192798,0.500000,0.687903,4,0,2,3,"(4, 0, 2, 3)",0.068543,0.825788,0.862287,0.807202,-0.032649
47,5,183.378114,1.000000,0.388740,0.500000,0.596443,4,1,2,2,"(4, 1, 2, 2)",0.072833,0.686820,0.722329,0.611260,0.010478
47,9,248.565825,1.000000,0.171447,0.500000,0.560984,4,0,2,2,"(4, 0, 2, 2)",0.108292,0.843250,0.877538,0.828553,-0.025630
47,16,128.303224,1.000000,0.572323,0.500000,0.563463,4,2,2,2,"(4, 2, 2, 2)",0.105813,0.591454,0.591198,0.427677,0.054346
47,17,229.051933,1.000000,0.236494,0.500000,0.511315,4,1,2,2,"(4, 1, 2, 2)",0.157961,0.791471,0.831076,0.763506,0.004006
47,19,227.761691,1.000000,0.240794,0.500000,0.715479,4,1,2,3,"(4, 1, 2, 3)",-0.046203,0.788197,0.828004,0.759206,-0.056291
47,38,166.685565,1.000000,0.444381,0.500000,0.789237,4,2,2,3,"(4, 2, 2, 3)",-0.119961,0.654356,0.682585,0.555619,-0.036529
47,45,149.535733,1.000000,0.501548,0.500000,0.726269,4,2,2,3,"(4, 2, 2, 3)",-0.056993,0.624227,0.641752,0.498452,-0.006995
48,10,280.920261,1.000000,0.063599,0.500000,0.628096,4,0,2,3,"(4, 0, 2, 3)",-0.260554,0.938423,0.954572,0.936401,-0.162115
48,20,271.466783,1.000000,0.095111,0.500000,0.236208,4,0,2,1,"(4, 0, 2, 1)",0.131334,0.909412,0.932064,0.904889,-0.036821
48,25,275.587646,1.000000,0.081375,0.500000,0.572415,4,0,2,2,"(4, 0, 2, 2)",-0.204873,0.921936,0.941875,0.918625,-0.141034
48,26,269.762790,1.000000,0.100791,0.500000,0.425370,4,0,2,2,"(4, 0, 2, 2)",-0.057828,0.904289,0.928007,0.899209,-0.092193
48,31,239.517537,1.000000,0.201608,0.500000,0.407901,4,1,2,2,"(4, 1, 2, 2)",-0.040359,0.818715,0.855994,0.798392,-0.063314
48,32,93.413506,1.000000,0.688622,0.500000,0.328696,4,3,2,1,"(4, 3, 2, 1)",0.038847,0.548478,0.508127,0.311378,0.053163
48,39,184.043749,1.000000,0.386521,0.500000,0.545192,4,1,2,2,"(4, 1, 2, 2)",-0.177649,0.688178,0.723914,0.613479,-0.065109
48,42,199.996399,1.000000,0.333345,0.500000,0.549904,4,1,2,2,"(4, 1, 2, 2)",-0.182361,0.722214,0.761896,0.666655,-0.077325
48,49,234.465006,1.000000,0.218450,0.500000,0.491475,4,1,2,2,"(4, 1, 2, 2)",-0.123932,0.805410,0.843964,0.781550,-0.084586
49,13,179.892826,1.000000,0.400357,0.500000,0.528771,4,2,2,2,"(4, 2, 2, 2)",-0.037296,0.679786,0.714031,0.599643,-0.020261
49,22,212.355246,1.000000,0.292149,0.500000,0.705401,4,1,2,3,"(4, 1, 2, 3)",-0.213926,0.750526,0.791322,0.707851,-0.095455
49,24,291.151665,1.000000,0.029494,0.500000,0.586061,4,0,2,2,"(4, 0, 2, 2)",-0.094586,0.970941,0.978933,0.970506,-0.120857
49,27,233.535074,1.000000,0.221550,0.500000,0.710137,4,1,2,3,"(4, 1, 2, 3)",-0.218663,0.802992,0.841750,0.778450,-0.112310
49,31,234.117033,1.000000,0.219610,0.500000,0.407901,4,1,2,2,"(4, 1, 2, 2)",0.083573,0.804504,0.843136,0.780390,-0.022074
49,32,294.359617,1.000000,0.018801,0.500000,0.328696,4,0,2,1,"(4, 0, 2, 1)",0.162779,0.981375,0.986571,0.981199,-0.046358
49,48,234.465006,1.000000,0.218450,0.500000,0.367542,4,1,2,1,"(4, 1, 2, 1)",0.123932,0.805410,0.843964,0.781550,-0.010227
50,6,268.079925,1.000000,0.106400,0.500000,0.524088,4,0,2,2,"(4, 0, 2, 2)",0.203810,0.899260,0.924000,0.893600,-0.012346
50,23,163.775298,1.000000,0.454082,0.500000,0.591018,4,2,2,2,"(4, 2, 2, 2)",0.136880,0.649013,0.675655,0.545918,0.042364
50,28,255.921108,1.000000,0.146930,0.500000,0.710484,4,0,2,3,"(4, 0, 2, 3)",0.017414,0.863865,0.895050,0.853070,-0.058613
50,35,243.981804,1.000000,0.186727,0.500000,0.839415,4,0,2,4,"(4, 0, 2, 4)",-0.111517,0.830706,0.866623,0.813273,-0.088055
